Frame,Blockiness,SA,Letterbox,Pillarbox,Blockloss,Blur,TA,Blackout,Freezing,Exposure(bri),Contrast,Interlace,Noise,Slice,Flickering,UGC,Colourfulness
123,0.60397,43.98134,0.0,0.0,0.4,3.344,14.2371,0,0,121,55.75436,0.00028,0.3987,0.907,-1.0,1.0,192.6546839658582
124,0.60481,43.58111,0.0,0.0,0.5,3.442,14.22261,0,0,122,55.76472,0.00023,0.3944,0.919,-1.0,1.0,192.59322754675924
125,0.61429,43.72231,0.0,0.0,0.3,3.393,14.16448,0,0,122,55.78838,0.00023,0.3958,0.901,-1.0,1.0,192.6879989564449
126,0.61114,43.63633,0.0,0.0,1.1,3.393,13.55531,0,0,123,55.78748,0.00031,0.3976,0.929,-1.0,1.0,192.7260293400268
127,0.61237,43.51313,0.0,0.0,0.9,3.375,14.21005,0,0,122,55.78902,0.00023,0.3969,0.93,-1.0,1.0,192.77048384115557
128,0.60942,43.70346,0.0,0.0,1.0,3.339,14.18499,0,0,122,55.785,0.00024,0.394,1.216,0.69271,1.0,192.6734301266404
129,0.61201,43.78525,0.0,0.0,0.8,3.307,14.16218,0,0,122,55.79672,0.00023,0.3893,1.013,-1.0,1.0,192.619141319226
130,0.59835,43.88081,0.0,0.0,0.5,3.308,13.5632,0,0,122,55.77609,0.00035,0.3908,1.102,-1.0,1.0,192.6252738163974
131,0.602,43.98287,0.0,0.0,0.7,3.363,14.21903,0,0,122,55.74479,0.00016,0.3963,1.104,-1.0,1.0,192.5540020696219
132,0.59595,44.13641,0.0,0.0,0.8,3.227,14.20712,0,0,122,55.72825,0.00021,0.3958,1.076,-1.0,1.0,192.63771754728387
133,0.59908,43.99738,0.0,0.0,1.4,3.368,14.0924,0,0,122,55.66836,0.00014,0.397,1.074,-1.0,1.0,192.4505132742189
134,0.59162,43.94359,0.0,0.0,1.2,3.285,13.46182,0,0,121,55.67532,0.00012,0.3937,1.119,-1.0,1.0,192.64539869095455
135,0.5967,44.064,0.0,0.0,0.4,3.377,13.93477,0,0,122,55.64979,0.00016,0.3983,1.39,-1.0,1.0,192.58093026411842
136,0.59816,44.12247,0.0,0.0,2.5,3.238,13.83271,0,0,121,55.66487,0.00017,0.3935,1.249,0.72685,1.0,192.4218854877601
137,0.60653,43.72922,0.0,0.0,2.2,3.367,13.25361,0,0,122,55.66994,0.00016,0.3924,1.24,-1.0,1.0,192.64700572806467
138,0.60117,43.80064,0.0,0.0,0.6,3.286,13.81879,0,0,121,55.71,0.00023,0.3901,1.181,-1.0,1.0,192.44013905447002
139,0.59875,43.3595,0.0,0.0,0.6,3.351,13.74398,0,0,121,55.72614,0.00017,0.3894,1.131,-1.0,1.0,192.5403342720765
140,0.59298,43.19432,0.0,0.0,0.4,3.412,13.73243,0,0,121,55.7288,0.00024,0.3798,1.042,-1.0,1.0,192.22196613731614
141,0.59143,43.21249,0.0,0.0,0.0,3.38,13.18883,0,0,121,55.75399,0.00023,0.39,1.242,-1.0,1.0,192.51825788241547
142,0.59719,43.10839,0.0,0.0,0.6,3.371,13.70094,0,0,122,55.7616,0.00038,0.3909,1.049,-1.0,1.0,192.6695242173904
143,0.58142,43.06513,0.0,0.0,0.8,3.4,13.62397,0,0,121,55.73631,0.00033,0.3943,1.122,-1.0,1.0,192.63137286544344
144,0.58808,43.21818,0.0,0.0,0.6,3.406,13.65785,0,0,121,55.73774,0.00019,0.3979,1.069,0.75,1.0,192.57276567580982
145,0.59386,43.13837,0.0,0.0,0.2,3.381,13.10342,0,0,121,55.74156,0.00017,0.3926,1.013,-1.0,1.0,192.45843094712274
146,0.59437,42.98767,0.0,0.0,0.9,3.42,13.57679,0,0,121,55.7073,0.00012,0.3976,0.999,-1.0,1.0,192.51407088516973
147,0.59369,42.84544,0.0,0.0,0.4,3.456,13.57036,0,0,121,55.71113,9e-05,0.3993,1.032,-1.0,1.0,192.47058415470565
148,0.60345,43.0307,0.0,0.0,0.1,3.441,13.59294,0,0,121,55.72051,0.00012,0.399,0.99,-1.0,1.0,192.2625128341348
149,0.61071,42.69413,0.0,0.0,0.2,3.627,13.04046,0,0,121,55.71754,0.00021,0.3988,1.16,-1.0,1.0,192.4258573709243
